   0.0000000e+00  -3.8843697e-04  -7.9819123e-04  -1.3157751e-03  -1.9593431e-03  -2.7321720e-03  -3.6354012e-03  -4.6716789e-03  -5.8425353e-03  -7.1486503e-03  -8.5941053e-03  -1.0183191e-02  -1.1914866e-02  -1.3796421e-02  -1.5830706e-02  -1.8019533e-02  -2.0370173e-02  -2.2884700e-02  -2.5577716e-02  -2.8444058e-02  -3.1492155e-02  -3.4728478e-02  -3.8166340e-02  -4.1813818e-02  -4.5676037e-02  -4.9761261e-02  -5.4079222e-02  -5.8652263e-02  -6.3474638e-02  -6.8560403e-02  -7.3950671e-02  -7.9631706e-02  -8.5607842e-02  -9.1950086e-02  -9.8606928e-02  -1.0564499e-01  -1.1302278e-01  -1.2074894e-01  -1.2883672e-01  -1.3730403e-01  -1.4620968e-01  -1.5551680e-01  -1.6533797e-01  -1.7572485e-01  -1.8666467e-01  -1.9821430e-01  -2.1043956e-01  -2.2337382e-01  -2.3709742e-01  -2.5165543e-01
   0.0000000e+00  -7.6261458e-04  -1.5478545e-03  -2.3318958e-03  -3.1901308e-03  -4.1655646e-03  -5.2674168e-03  -6.5008081e-03  -7.8658311e-03  -9.3681093e-03  -1.1009467e-02  -1.2790184e-02  -1.4718723e-02  -1.6793516e-02  -1.9023432e-02  -2.1407918e-02  -2.3952993e-02  -2.6667106e-02  -2.9548863e-02  -3.2614288e-02  -3.5857714e-02  -3.9296959e-02  -4.2933424e-02  -4.6777015e-02  -5.0835001e-02  -5.5130220e-02  -5.9640055e-02  -6.4412774e-02  -6.9430985e-02  -7.4726193e-02  -8.0310885e-02  -8.6186898e-02  -9.2400058e-02  -9.8912482e-02  -1.0579880e-01  -1.1298287e-01  -1.2051558e-01  -1.2838328e-01  -1.3662635e-01  -1.4527265e-01  -1.5430966e-01  -1.6384446e-01  -1.7385971e-01  -1.8443572e-01  -1.9555785e-01  -2.0732032e-01  -2.1975322e-01  -2.3288842e-01  -2.4680484e-01  -2.6154592e-01
   0.0000000e+00  -1.0645687e-03  -2.2756307e-03  -3.4609749e-03  -4.6382795e-03  -5.8494652e-03  -7.1668631e-03  -8.6055620e-03  -1.0172512e-02  -1.1872516e-02  -1.3708980e-02  -1.5685874e-02  -1.7805193e-02  -2.0074873e-02  -2.2498792e-02  -2.5076894e-02  -2.7813755e-02  -3.0719272e-02  -3.3798154e-02  -3.7053063e-02  -4.0496083e-02  -4.4127031e-02  -4.7958084e-02  -5.1993248e-02  -5.6253597e-02  -6.0731206e-02  -6.5453046e-02  -7.0406804e-02  -7.5630667e-02  -8.1131499e-02  -8.6905449e-02  -9.2971241e-02  -9.9361688e-02  -1.0609760e-01  -1.1311570e-01  -1.2046125e-01  -1.2814243e-01  -1.3617159e-01  -1.4457123e-01  -1.5335512e-01  -1.6259216e-01  -1.7232349e-01  -1.8252998e-01  -1.9329143e-01  -2.0462820e-01  -2.1656178e-01  -2.2919663e-01  -2.4252612e-01  -2.5662791e-01  -2.7159126e-01
   0.0000000e+00  -1.2176573e-03  -2.8878634e-03  -4.5065041e-03  -6.1002899e-03  -7.6845608e-03  -9.2659110e-03  -1.0934439e-02  -1.2716847e-02  -1.4623547e-02  -1.6662878e-02  -1.8836745e-02  -2.1154486e-02  -2.3616468e-02  -2.6234132e-02  -2.9004866e-02  -3.1931728e-02  -3.5032567e-02  -3.8300218e-02  -4.1748872e-02  -4.5372755e-02  -4.9200018e-02  -5.3221825e-02  -5.7444190e-02  -6.1891252e-02  -6.6570274e-02  -7.1473807e-02  -7.6616313e-02  -8.2041123e-02  -8.7725372e-02  -9.3681115e-02  -9.9952168e-02  -1.0653971e-01  -1.1341738e-01  -1.2058252e-01  -1.2808415e-01  -1.3590872e-01  -1.4409951e-01  -1.5264677e-01  -1.6163549e-01  -1.7104348e-01  -1.8093819e-01  -1.9133246e-01  -2.0227487e-01  -2.1378447e-01  -2.2595964e-01  -2.3875079e-01  -2.5226733e-01  -2.6654631e-01  -2.8167549e-01
   0.0000000e+00  -1.2202884e-03  -3.2995732e-03  -5.3809196e-03  -7.4182164e-03  -9.4298193e-03  -1.1428970e-02  -1.3406405e-02  -1.5436143e-02  -1.7570387e-02  -1.9824138e-02  -2.2207089e-02  -2.4726522e-02  -2.7388546e-02  -3.0198043e-02  -3.3162398e-02  -3.6285004e-02  -3.9568222e-02  -4.3029488e-02  -4.6662084e-02  -5.0480213e-02  -5.4492536e-02  -5.8701759e-02  -6.3118714e-02  -6.7749118e-02  -7.2600433e-02  -7.7693737e-02  -8.3035386e-02  -8.8624792e-02  -9.4503118e-02  -1.0063775e-01  -1.0709782e-01  -1.1383670e-01  -1.2084856e-01  -1.2817699e-01  -1.3582954e-01  -1.4382162e-01  -1.5214703e-01  -1.6087581e-01  -1.7004003e-01  -1.7961593e-01  -1.8970255e-01  -2.0028214e-01  -2.1140238e-01  -2.2308078e-01  -2.3541482e-01  -2.4839436e-01  -2.6209013e-01  -2.7653768e-01  -2.9182315e-01
   0.0000000e+00  -1.1403517e-03  -3.4754179e-03  -6.0010150e-03  -8.5033144e-03  -1.0968147e-02  -1.3407262e-02  -1.5831867e-02  -1.8230759e-02  -2.0632158e-02  -2.3126154e-02  -2.5733184e-02  -2.8466484e-02  -3.1337127e-02  -3.4348611e-02  -3.7505220e-02  -4.0825808e-02  -4.4304963e-02  -4.7946018e-02  -5.1769126e-02  -5.5780666e-02  -5.9975887e-02  -6.4359305e-02  -6.8967549e-02  -7.3776769e-02  -7.8822070e-02  -8.4087690e-02  -8.9609114e-02  -9.5389932e-02  -1.0142665e-01  -1.0776060e-01  -1.1436337e-01  -1.2124721e-01  -1.2843145e-01  -1.3590743e-01  -1.4367626e-01  -1.5181729e-01  -1.6032959e-01  -1.6923940e-01  -1.7854846e-01  -1.8831977e-01  -1.9856338e-01  -2.0932361e-01  -2.2061613e-01  -2.3245715e-01  -2.4494298e-01  -2.5810332e-01  -2.7197004e-01  -2.8657715e-01  -3.0200912e-01
   0.0000000e+00  -1.0364335e-03  -3.4550707e-03  -6.3300648e-03  -9.2797859e-03  -1.2210412e-02  -1.5110378e-02  -1.7986305e-02  -2.0847118e-02  -2.3698446e-02  -2.6478152e-02  -2.9343565e-02  -3.2313788e-02  -3.5405779e-02  -3.8631383e-02  -4.1994450e-02  -4.5513893e-02  -4.9186622e-02  -5.3024489e-02  -5.7040596e-02  -6.1228599e-02  -6.5605370e-02  -7.0182563e-02  -7.4969680e-02  -7.9955268e-02  -8.5178402e-02  -9.0626603e-02  -9.6324112e-02  -1.0228076e-01  -1.0850882e-01  -1.1497962e-01  -1.2173892e-01  -1.2876295e-01  -1.3609509e-01  -1.4369574e-01  -1.5164111e-01  -1.5995161e-01  -1.6862513e-01  -1.7768686e-01  -1.8716677e-01  -1.9710029e-01  -2.0752879e-01  -2.1843184e-01  -2.2989069e-01  -2.4192543e-01  -2.5455755e-01  -2.6785123e-01  -2.8183670e-01  -2.9659193e-01  -3.1215833e-01
   0.0000000e+00  -9.3561161e-04  -3.3141935e-03  -6.3966013e-03  -9.7192958e-03  -1.3092704e-02  -1.6456526e-02  -1.9797815e-02  -2.3118878e-02  -2.6426133e-02  -2.9726490e-02  -3.2930879e-02  -3.6177026e-02  -3.9517262e-02  -4.2977330e-02  -4.6562342e-02  -5.0292219e-02  -5.4167238e-02  -5.8208592e-02  -6.2413797e-02  -6.6799109e-02  -7.1360074e-02  -7.6122010e-02  -8.1087814e-02  -8.6261989e-02  -9.1662454e-02  -9.7277307e-02  -1.0315508e-01  -1.0927905e-01  -1.1565834e-01  -1.2227923e-01  -1.2919044e-01  -1.3636561e-01  -1.4383053e-01  -1.5159456e-01  -1.5969400e-01  -1.6817372e-01  -1.7700755e-01  -1.8621955e-01  -1.9586820e-01  -2.0596109e-01  -2.1653851e-01  -2.2761291e-01  -2.3919755e-01  -2.5138143e-01  -2.6415048e-01  -2.7760867e-01  -2.9174757e-01  -3.0664344e-01  -3.2230623e-01
   0.0000000e+00  -8.4631241e-04  -3.1185737e-03  -6.2714588e-03  -9.8510408e-03  -1.3599215e-02  -1.7396882e-02  -2.1196787e-02  -2.4984021e-02  -2.8757173e-02  -3.2520040e-02  -3.6278145e-02  -3.9944012e-02  -4.3575928e-02  -4.7301285e-02  -5.1132358e-02  -5.5091397e-02  -5.9190452e-02  -6.3439592e-02  -6.7842578e-02  -7.2422466e-02  -7.7182067e-02  -8.2132246e-02  -8.7278904e-02  -9.2629935e-02  -9.8207028e-02  -1.0401066e-01  -1.1005199e-01  -1.1634397e-01  -1.2287100e-01  -1.2963890e-01  -1.3668724e-01  -1.4400543e-01  -1.5162294e-01  -1.5955123e-01  -1.6782918e-01  -1.7645333e-01  -1.8541951e-01  -1.9480676e-01  -2.0462171e-01  -2.1483996e-01  -2.2556099e-01  -2.3676683e-01  -2.4854082e-01  -2.6083102e-01  -2.7376861e-01  -2.8734370e-01  -3.0158416e-01  -3.1660922e-01  -3.3235046e-01
   0.0000000e+00  -7.6956155e-04  -2.9090477e-03  -6.0309198e-03  -9.7433070e-03  -1.3764970e-02  -1.7929861e-02  -2.2151326e-02  -2.6388509e-02  -3.0624709e-02  -3.4855321e-02  -3.9081552e-02  -4.3307252e-02  -4.7469010e-02  -5.1502053e-02  -5.5613420e-02  -5.9829071e-02  -6.4166991e-02  -6.8640685e-02  -7.3271964e-02  -7.8058393e-02  -8.3015953e-02  -8.8161194e-02  -9.3493934e-02  -9.9038873e-02  -1.0479176e-01  -1.1077386e-01  -1.1697071e-01  -1.2341099e-01  -1.3008265e-01  -1.3701642e-01  -1.4422122e-01  -1.5168622e-01  -1.5945912e-01  -1.6755371e-01  -1.7596310e-01  -1.8472996e-01  -1.9387938e-01  -2.0341322e-01  -2.1336244e-01  -2.2373251e-01  -2.3459356e-01  -2.4596055e-01  -2.5781385e-01  -2.7027636e-01  -2.8329868e-01  -2.9702152e-01  -3.1139768e-01  -3.2646393e-01  -3.4238738e-01
